Salário,Profissão,Setor,Estado,FormaTrabalho,Nivel,TamanhoEmpresa,Gestão,TipoTrabalho,Idade,Experiência,Escolaridade,Formação,LinguagemPython,LinguagemR,LinguagemSQL,NuvemAWS,NuvemGCP,NuvemAzure,QlikView,PowerBI,Tableau
,,,São Paulo (SP),,,,,Outros,35-39,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,,,,,
,,,Minas Gerais (MG),,,,,Outros,17-21,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,,,,,
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7000.0,Outras,Outro,São Paulo (SP),Modelo 100% presencial,Pleno,Acima de 3000,não,Outros,35-39,Mais de 10 anos,Graduação/Bacharelado,Outras Engenharias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 101 a 500,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
18000.0,Cientista de Dados,Outro,São Paulo (SP),Modelo 100% remoto,Sênior,de 11 a 50,não,Outros,22-24,de 4 a 5 anos,Graduação/Bacharelado,Química / Física,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5000.0,Analista de Dados,Varejo,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,30-34,de 4 a 5 anos,Mestrado,Química / Física,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
7000.0,Analista de Dados,Telecomunicação,Minas Gerais (MG),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Analista de BI,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,30-34,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
14000.0,Analista de Dados,Setor Público,Distrito Federal (DF),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,35-39,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,Analista de BI,Serviços,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 1001 a 3000,não,Outros,30-34,de 2 a 3 anos,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3500.0,Cientista de Dados,Construção Civil,Paraná (PR),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
5000.0,Analista de Dados,Educação,São Paulo (SP),Modelo 100% presencial,Sênior,de 1001 a 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,Rio Grande do Sul (RS),,,,,Outros,40-44,,Doutorado ou Phd,Outras Engenharias,,,,,,,,,
3500.0,Analista de Negócios,Indústria,São Paulo (SP),Modelo 100% presencial,Júnior,de 1001 a 3000,não,Outros,30-34,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Pleno,de 101 a 500,não,Empreendedor ou Empregado (CNPJ),30-34,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3500.0,Analista de BI,Agronegócios,Paraíba (PB),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 101 a 500,não,Outros,30-34,de 2 a 3 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5000.0,Outras,Internet/Ecommerce,São Paulo (SP),Modelo 100% presencial,Pleno,de 1001 a 3000,não,Outros,35-39,Menos de 1 ano,Pós-graduação,Outras Engenharias,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3500.0,Estatístico,Educação,Minas Gerais (MG),Modelo 100% presencial,Pleno,de 501 a 1000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500.0,Engenheiro de Dados,Agronegócios,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Júnior,Acima de 3000,não,Outros,22-24,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14000.0,Outras,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,40-44,Não tenho experiência na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10000.0,Desenvolvedor/Engenheiro de Software,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,40-44,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
22500.0,Analista de Dados,Outro,Rio de Janeiro (RJ),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,40-44,Mais de 10 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1500.0,Cientista de Dados,consultoria,Minas Gerais (MG),Modelo 100% remoto,Júnior,de 11 a 50,não,Estagiário,22-24,de 1 a 2 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,Analista de BI,Outro,Rio de Janeiro (RJ),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,35-39,Mais de 10 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
,,,Pernambuco (PE),,,,,Outros,25-29,,Graduação/Bacharelado,Outras,,,,,,,,,
7000.0,Analista de BI,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,22-24,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Engenheiro de Dados,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 501 a 1000,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10000.0,Engenheiro de Dados,Finanças ou Bancos,Paraná (PR),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,35-39,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,35-39,de 1 a 2 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
,,,Pernambuco (PE),,,,,Outros,30-34,,Graduação/Bacharelado,Química / Física,,,,,,,,,
3500.0,Desenvolvedor/Engenheiro de Software,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,25-29,Não tenho experiência na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1500.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Júnior,Acima de 3000,não,Estagiário,22-24,Menos de 1 ano,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
18000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Goiás (GO),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
10000.0,Engenheiro de Machine Learning,Varejo,Paraná (PR),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
,,,Bahia (BA),,,,,Outros,30-34,,Graduação/Bacharelado,Outras Engenharias,,,,,,,,,
2500.0,Analista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10000.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5000.0,Analista de BI,Construção Civil,Mato Grosso do Sul (MS),Modelo 100% presencial,Pleno,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
,,,Bahia (BA),,,,,Outros,22-24,,Estudante de Graduação,Outras Engenharias,,,,,,,,,
,,,Paraíba (PB),,,,,Outros,17-21,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,,,,,
3500.0,Analista de Dados,Tecnologia/Fábrica de Software,Fora do Brasil,Modelo híbrido com dias fixos de trabalho presencial,Júnior,de 11 a 50,não,Outros,30-34,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
3500.0,Analista de Negócios,Telecomunicação,Rio de Janeiro (RJ),Modelo híbrido com dias fixos de trabalho presencial,Júnior,Acima de 3000,não,Outros,22-24,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 1 a 5,não,Estagiário,17-21,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,Bahia (BA),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,45-49,Não tenho experiência na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
,,,São Paulo (SP),,,,,Outros,25-29,,Graduação/Bacharelado,Outras Engenharias,,,,,,,,,
7000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
,,,Bahia (BA),,,,,Outros,25-29,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
,,,São Paulo (SP),,,,,Outros,17-21,,Estudante de Graduação,Outras Engenharias,,,,,,,,,
14000.0,Engenheiro de Dados,Indústria,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,45-49,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
,,,Paraná (PR),,,,,Outros,50-54,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
18000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,30-34,de 2 a 3 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7000.0,Cientista de Dados,Área da Saúde,Santa Catarina (SC),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
5000.0,Analista de Dados,Finanças ou Bancos,Fora do Brasil,Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,35-39,Menos de 1 ano,Pós-graduação,Estatística/ Matemática / Matemática Computacional,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5000.0,Engenheiro de Dados,Educação,Distrito Federal (DF),Modelo 100% remoto,Júnior,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),25-29,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10000.0,Cientista de Dados,consultoria,Rio de Janeiro (RJ),Modelo híbrido com dias fixos de trabalho presencial,Sênior,de 101 a 500,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5000.0,Engenheiro de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 501 a 1000,não,Outros,25-29,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5000.0,Outras,Indústria,Paraná (PR),Modelo 100% presencial,Sênior,de 501 a 1000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,25-29,de 4 a 5 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,Outras,Indústria,Espírito Santo (ES),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 51 a 100,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
,,,São Paulo (SP),,,,,Outros,30-34,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
7000.0,Cientista de Dados,Consultoria,Rio de Janeiro (RJ),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1500.0,Analista de Dados,Área da Saúde,Bahia (BA),Modelo 100% remoto,Júnior,de 11 a 50,não,Estagiário,22-24,Menos de 1 ano,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Analista de BI,Marketing,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 101 a 500,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,Engenheiro de Dados,Finanças ou Bancos,Santa Catarina (SC),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
,,,São Paulo (SP),,,,,Outros,17-21,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,,,,,
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Bahia (BA),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 1001 a 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
35000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
14000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Distrito Federal (DF),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18000.0,Analista de Negócios,Outro,Rio de Janeiro (RJ),Modelo híbrido com dias fixos de trabalho presencial,Sênior,Acima de 3000,não,Outros,45-49,Mais de 10 anos,Doutorado ou Phd,Outras Engenharias,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,São Paulo (SP),,,,,Outros,25-29,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
3500.0,Cientista de Dados,Indústria,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,22-24,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Mestrado,Outras Engenharias,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5000.0,Cientista de Dados,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,25-29,de 6 a 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Analista de BI,Varejo,São Paulo (SP),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Empreendedor ou Empregado (CNPJ),30-34,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
14000.0,Engenheiro de Dados,Serviços,São Paulo (SP),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10000.0,Cientista de Dados,Área da Saúde,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 501 a 1000,não,Outros,30-34,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
,,,Goiás (GO),,,,,Outros,30-34,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
22500.0,Cientista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 1001 a 3000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Engenheiro de Dados,Varejo,Rio Grande do Norte (RN),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Júnior,de 501 a 1000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,Rio Grande do Sul (RS),,,,,Outros,45-49,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
5000.0,Analista de BI,Setor Alimentício,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
,,,Sergipe (SE),,,,,Outros,22-24,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,,,,,
2500.0,Outras,Outro,Bahia (BA),Modelo 100% presencial,Pleno,de 51 a 100,não,Outros,30-34,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Mato Grosso do Sul (MS),Modelo híbrido com dias fixos de trabalho presencial,Sênior,de 101 a 500,não,Outros,35-39,de 6 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
3500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35000.0,Cientista de Dados,Educação,Bahia (BA),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,40-44,de 6 a 10 anos,Doutorado ou Phd,Química / Física,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
,,,São Paulo (SP),,,,,Outros,35-39,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,,,,,
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,35-39,de 2 a 3 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10000.0,Cientista de Dados,Agronegócios,São Paulo (SP),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,35-39,de 4 a 5 anos,Doutorado ou Phd,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
35000.0,Analista de Dados,Setor Público,Distrito Federal (DF),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,45-49,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,Analista de BI,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Pleno,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),25-29,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14000.0,Analista de BI,Seguros ou Previdência,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 101 a 500,não,Outros,30-34,de 4 a 5 anos,Prefiro não informar,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2500.0,Analista de BI,Agronegócios,Pernambuco (PE),Modelo 100% presencial,Júnior,de 501 a 1000,não,Outros,30-34,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
1000.0,Estatístico,Setor Público,Rio Grande do Norte (RN),Modelo 100% presencial,Júnior,de 101 a 500,não,Estagiário,17-21,Menos de 1 ano,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
